id,title,artists,pp_artist
63M148R74yawOK4CafUhjM,Tell It to My Heart - Single Mix,['Taylor Dayne'],Taylor Dayne
6mwZS6fLcQP1wKv3HN3OcY,Maneater,['Daryl Hall & John Oates'],Daryl Hall & John Oates
7GHKA8GIMcND6c5nN1sFnD,Sexbomb,"['Tom Jones', 'Mousse T.']",Tom Jones / Mousse T.
0XHWClSz0v6RIaRSGqJH3X,Smoke on the Water,['Deep Purple'],Deep Purple
50VCMkUozZB9C6hxdS53Nm,Kung Fu Fighting,"[""Count Dee's Silver Disco Explosion""]",Count Dee's Silver Disco Explosion
5GHO0VvfNWHv82DZLFmMIU,"I'll Be There for You - Theme From ""Friends""",['The Rembrandts'],The Rembrandts
2PwSuNbl09wamnBWntgXms,Give My Life - Radio Edit,['Army Of Lovers'],Army Of Lovers
5CyZPkmTBmq61SunRDysna,We Go Together - From “Grease”,"['John Travolta', 'Olivia Newton-John']",John Travolta / Olivia Newton-John
5LOPo4Ykl6J74fajSPdady,Sweet Home Alabama,['Lynyrd Skynyrd'],Lynyrd Skynyrd
2EKzS2s2VKnbQ7jxyk2WHi,När vi två blir en,['Gyllene Tider'],Gyllene Tider
3gix2z7XVD0siCCBf37A4X,Sensuella Isabella,['Tomas Ledin'],Tomas Ledin
4KEAxxBg0lEJyN2oIpND6t,Le Freak,['CHIC'],CHIC
1Jwc3ODLQxtbnS8M9TflSP,Walk Like an Egyptian,['The Bangles'],The Bangles
4MQoct1QCZVGuDHW55aE0k,Come On Eileen,['Dexys Midnight Runners'],Dexys Midnight Runners
7nlyWs1cVSNyJ9AvyqVV82,Love Shack - Live,"[""The B-52's""]",The B-52's
4fC7KhiZuHg3qZ1rj0fDWT,Rock Lobster,"[""The B-52's""]",The B-52's
6JNJERZGJwDVgkmbohBw7u,Self Control,['Laura Branigan'],Laura Branigan
2ZjNLT1O0hC1zkNBjxvNI3,Delirio Mind,['Scotch'],Scotch
11ZnVkr0UJiTM14qAa8MW1,Grease,['Frankie Valli'],Frankie Valli
5NwkWwfRJaT55hEPtCmJHx,You're the Voice,['John Farnham'],John Farnham
42fWVeJE1fcefKhXi6SJSn,Dead Ringer for Love (with Cher),"['Meat Loaf', 'Cher']",Meat Loaf / Cher
4mn7iv4DYJxPYbPy5R0nPE,"(Shake, Shake, Shake) Shake Your Booty",['KC & The Sunshine Band'],KC & The Sunshine Band
4TcXSgMJ4DOklHansquNnc,Happy Birthday,['Altered Images'],Altered Images
6acPHreHQgF4jCQzLqLov5,Waiting for a Star to Fall,['Boy Meets Girl'],Boy Meets Girl
6N5DRCQUSXT1qQqmqsO92B,Party All the Time,['Eddie Murphy'],Eddie Murphy
1IWzfq3sLedGQ3fb2hAMBA,Rhythm Is A Dancer,['SNAP!'],SNAP!
5fRvePkRGdpn2nKacG7I6d,Coco Jamboo,['Mr. President'],Mr. President
2FAL6hxj5Qxuj0kWOkEOsF,She Bop,['Cyndi Lauper'],Cyndi Lauper
5lSOVaPDk7x9Ey6c9DqGZx,Sweet Harmony,['The Beloved'],The Beloved
7tZAIFDdk4mTpxyjCmeyR7,Persist and Persevere,['Rob McAllister'],Rob McAllister
6XJGpirOP4Bgurcvkdanxb,American Beauty,['Thomas Newman'],Thomas Newman
33B1XmfncHqnfkrYZIcHbD,Any Other Name,['Thomas Newman'],Thomas Newman
1W8DwfmoosS0v59am8Tcsj,River Song II,"['Eple Trio', 'Jonas Sjøvaag', 'Andreas Ulvo', 'Sigurd Hole']",Eple Trio / Jonas Sjøvaag / Andreas Ulvo / Sigurd Hole
4m1O87UP5gIFVpHFmB63Xw,Milton's Tower,"['Joel Corelitz', 'Jeff Russo']",Joel Corelitz / Jeff Russo
6YIVnNGvFXGwruyqLQcICm,Cartwheels,['ibi'],ibi
1YYTAOi1YMxmGclyO1HH6O,Elwynn Forest,['Jason Hayes'],Jason Hayes
4OZXz0xNDrcqWDhHOkJ3Or,Echoes of the Past,['Jason Hayes'],Jason Hayes
21EFHSueNgag8la7qdYzuh,Thunder Bluff,['Glenn Stafford'],Glenn Stafford
3bcvk1PiCoAKDxizlZuCo1,Dun Morogh,['Jason Hayes'],Jason Hayes
7eGW8nUnnOmQOWrqRTmU4W,Moonfall,['Jason Hayes'],Jason Hayes
4nIPSXOTSlQFZWd4N27TD0,Sacred,['Jason Hayes'],Jason Hayes
5V4Rffg8uzMndi2vLBxonF,Mountains of Thunder,['Glenn Stafford'],Glenn Stafford
00CCqFJ8aRpdk77BjcisHL,"Tales of Azeroth (From ""World of Warcraft"")",['ROZEN'],ROZEN
2SsJmkp6iZyKzKczgPUbeh,A World Divided,"['Neal Acree', 'Sam Cardon']",Neal Acree / Sam Cardon
11GUG8eWXpE2VUsus7sDA5,Hear Me Roar,['Ramin Djawadi'],Ramin Djawadi
6iLzFJhs4ATwJn7P1utZIJ,Light of the Seven,['Ramin Djawadi'],Ramin Djawadi
1aDklx1GaBqHFowCzz63wU,The Night King,['Ramin Djawadi'],Ramin Djawadi
7zhlCB6Ks5UyANVflTXDL4,Blackheart's Bay,['Glenn Stafford'],Glenn Stafford
35TLcvvC7syoTQE0QzGVzN,Combat & Extras: E:D Menus,['Erasmus Talbot'],Erasmus Talbot
4wNhTgJbhVvbijqd1L4azW,A Land of War and Poetry (feat. Jeremy Soule),"['Brad Derrick', 'Jeremy Soule']",Brad Derrick / Jeremy Soule
0DrhapFEF5d9Yzg4v914dp,Awake,['Jeremy Soule'],Jeremy Soule
6O9hBwcZKrzCVVhEeoieko,Kyne's Peace,['Jeremy Soule'],Jeremy Soule
2gEAHKw83WHPD875YqDHH2,Ancient Stones,['Jeremy Soule'],Jeremy Soule
0zke8Vmo0bgbPjxL3pUhqk,From Past to Present,['Jeremy Soule'],Jeremy Soule
2PvBmk7wyDBIz5n2ms6B1A,Meeting the Goddess,['Kyle Preston'],Kyle Preston
7n6hMHm0X5u4EMsUDqAUuI,Moons of Evening Star,['Brad Derrick'],Brad Derrick
0P0SL44GJsBBNEHav9Es69,Magnus Smiles on Suran,['Brad Derrick'],Brad Derrick
1QuqujcrL6Iy0FDokChqHF,Inner Sanctum / The Nesting Grounds,['James Newton Howard'],James Newton Howard
1Ig5PYAhZaCiCVAdIEcdAC,"""All That Is or Ever Was or Ever Will Be""",['Alan Silvestri'],Alan Silvestri
7mrVpt5tGrnmo5O1PMEvjX,"The Planets, Op. 32: II. Venus, the Bringer of Peace","['Gustav Holst', 'Lorin Maazel', ""L'Orchestre National de France"", 'Orchestre National De France']",Gustav Holst / Lorin Maazel / L'Orchestre National de France / Orchestre National De France
6pbqeiB2mdzdKqrWE8vKb1,"Epitaph for Boletaria (From ""Demon's Souls"") [Maiden in Black]","['Shinsuke Kida', 'Shunsuke Kida', 'Alex Roe']",Shinsuke Kida / Shunsuke Kida / Alex Roe
4ovpoukMngBqldq8V3VPBX,Fantasia on a Theme by Thomas Tallis (excerpt) (Master and Commander: The Far Side of the World),"['Ralph Vaughan Williams', 'New Zealand Symphony Orchestra', 'James Judd']",Ralph Vaughan Williams / New Zealand Symphony Orchestra / James Judd
4HabRG5L6FIwjwKFS5tWOq,Wonder,['BrunuhVille'],BrunuhVille
6D3i5W5SL5TdsjKhyxvjMy,Harvest,['ASKII'],ASKII
6BBHL0nW8RDRZh60EYDycP,Forest Calling,['Bill Brown'],Bill Brown
